-BEGIN HEADER-,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,
Dates (month/day/year): 01/01/1981 through 01/01/2022 ,,,,,,,
Location: Latitude  32.756   Longitude -97.3225 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 254.24 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,
PS              MERRA-2 Surface Pressure (kPa) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,Day,T2M,RH2M,PRECTOTCORR,WS2M,PS
1982,5,30,25.86,81.19,1.06,3.55,97.68
1982,5,31,21.9,80,1.11,4.39,98.03
1982,6,1,18.15,71.5,0,1.82,98.46
1982,6,2,22.49,80.75,3.6,3.37,97.72
1982,6,3,25.16,82.19,6.77,2.38,97.85
1982,6,4,21.73,78.31,1.45,2.8,98.39
1982,6,5,23.86,77.56,0.06,3.09,98.31
1982,6,6,25.4,71.25,0,3.77,98.21
1982,6,7,26.06,68.06,0.01,3.71,98.29
1982,6,8,25.73,68,0.05,3.79,98.15
1982,6,9,25.76,72.19,0.02,2.96,98.14
1982,6,10,24.33,77.56,4.94,2.7,98.61
1982,6,11,24.13,87.38,28.22,2.03,98.35
1982,6,12,23.2,83.69,0.9,1.66,98.41
1982,6,13,23.67,77.94,0.31,1.43,98.66
1982,6,14,25.39,71.81,1.27,3.68,98.24
1982,6,15,26.04,78.31,6.38,4.17,97.73
1982,6,16,23.19,76.19,1.48,2.62,98.24
1982,6,17,23.66,69.19,13.37,0.97,98.21
1982,6,18,24.72,73.81,10.64,1.68,98.05
1982,6,19,23.17,82.69,1.8,2.48,98.49
1982,6,20,23.57,81.69,14.88,0.82,98.49
1982,6,21,24.92,80.69,6.06,1.6,98.3
1982,6,22,25.06,79.75,0.23,1.65,98.49
1982,6,23,25.12,84.06,28.3,2.14,98.55
1982,6,24,25.4,83.62,11.97,2.26,98.39
1982,6,25,25.23,82.12,2.35,2.09,98.4
1982,6,26,26.54,76,2.16,0.62,98.31
1982,6,27,24.51,85.69,1.84,1.81,98.26
1982,6,28,26.94,76.25,0.61,1.58,98.15
1982,6,29,27.2,79,0.78,2.08,98.15
1982,6,30,26.59,76.38,0.49,3.08,98.45
1982,7,1,26.26,74.44,0.03,3.31,98.65
1982,7,2,26.16,72.25,0.02,4.03,98.64
1982,7,3,27.3,68.12,0,3.55,98.53
1982,7,4,27.59,65.94,0.02,3.35,98.39
1982,7,5,27.51,67.19,2.03,4.18,98.26
1982,7,6,26.38,76.94,19.35,3.56,98.33
1982,7,7,25.11,84.62,20.15,1.91,98.63
1982,7,8,26.83,71.12,0.05,1.73,98.58
1982,7,9,27.23,65.25,0.05,3,98.3
1982,7,10,28.14,66,0.54,2.15,98.28
1982,7,11,28.22,68.44,1.05,1.75,98.57
1982,7,12,26.9,68.88,3.18,1.24,98.7
1982,7,13,26.74,71,0.6,1.64,98.71
1982,7,14,27.56,69,2.4,2.4,98.52
1982,7,15,28.04,66.06,0.56,3.17,98.47
1982,7,16,28.7,64.12,0.02,3.8,98.42
1982,7,17,28.81,63.31,0,3.91,98.4
1982,7,18,29.53,57.81,0,3.69,98.34
1982,7,19,29.76,51.19,0,3.29,98.27
1982,7,20,29.72,54,0.37,2.45,98.35
1982,7,21,30.62,52.31,0.09,1.68,98.52
1982,7,22,30.7,56.75,0.24,1.79,98.62
1982,7,23,30.82,58.94,0.5,1.64,98.56
1982,7,24,30.38,59.75,1.09,1.75,98.52
1982,7,25,30.69,57.5,3.13,1.73,98.53
1982,7,26,29.6,63.5,1.66,2.08,98.58
1982,7,27,29.66,60.06,3.31,2.62,98.61
1982,7,28,29.16,66.44,4.42,1.75,98.51
1982,7,29,29.15,67,1.73,1.54,98.47
1982,7,30,26.75,77.5,3.32,1.02,98.7
1982,7,31,27.76,73.62,6.48,1.46,98.72
1982,8,1,27.07,76.44,2.41,1.8,98.55
1982,8,2,28.75,59.62,0.12,2.49,98.38
1982,8,3,30.9,50.56,0.11,3.97,98.36
1982,8,4,30.9,49.31,0,2.95,98.46
1982,8,5,30.65,41.81,0,2.21,98.68
1982,8,6,31.38,39.5,0,1.68,98.49
1982,8,7,30.09,52.5,3.07,1.52,98.27
1982,8,8,26.55,75.62,1.36,1.81,98.47
1982,8,9,28.67,65.25,0.49,2.16,98.55
1982,8,10,29.18,61.25,0.53,2.6,98.67
1982,8,11,29.94,54.31,0.04,2.55,98.7
1982,8,12,31.15,50.88,0.04,3.12,98.62
1982,8,13,32.47,44.12,0,3.33,98.38
1982,8,14,33.44,39.5,0,3.62,98.25
1982,8,15,33.57,37.56,0.34,3.12,98.28
1982,8,16,33.18,38.69,0.29,2.23,98.42
1982,8,17,31.59,51.12,0.28,3.1,98.51
1982,8,18,29.62,52.94,0.11,3.57,98.61
1982,8,19,29.43,46.5,0.02,2.41,98.77
1982,8,20,30.96,46.06,0.01,2.2,98.92
1982,8,21,30.95,40.12,0,2.28,98.89
1982,8,22,32.29,37.44,0,2.13,98.54
1982,8,23,33.33,37,0,3.67,98.37
1982,8,24,33.34,30.44,0,4.65,98.37
1982,8,25,32.94,39,0,2.83,98.51
1982,8,26,33.17,40.5,0.16,4.56,98.33
1982,8,27,31.97,45.75,5.67,4.3,98.26
1982,8,28,28.43,62.31,2.17,2.16,98.73
1982,8,29,30.04,56.56,0.12,2.91,98.75
1982,8,30,31.66,44.62,0,3.59,98.63
1982,8,31,31.69,40.5,0,3.81,98.68
1982,9,1,31.83,41,0.32,3.76,98.56
1982,9,2,32.56,43.06,0.31,2.32,98.47
1982,9,3,29.67,45.38,0.12,3.37,98.81
1982,9,4,26.11,36.25,0,2.45,98.89
1982,9,5,26.18,36.31,0,2.3,98.75
1982,9,6,27.1,30.62,0,2.06,98.78
1982,9,7,28.58,39.88,0,1.98,98.84
1982,9,8,28.55,41.81,0,2.68,98.78
1982,9,9,28.26,36,0,2.17,98.53
1982,9,10,29.22,35.69,0,2.76,98.13
1982,9,11,29.8,49.81,0.11,2.86,97.91
1982,9,12,30.69,45,0.07,3.63,97.98
1982,9,13,28.88,56.31,0.3,3.66,98.37
1982,9,14,28.6,61,3.56,3.92,98.58
1982,9,15,25.7,72.69,5.74,1.88,98.9
1982,9,16,25.94,66.38,0.06,1.68,98.82
1982,9,17,28.44,59.56,0.12,1.48,98.56
1982,9,18,26.26,61.31,5.42,2.73,98.63
1982,9,19,23.31,67.25,5.7,2.43,98.51
1982,9,20,21.56,58.19,0.75,3.75,98.87
1982,9,21,17.35,49.44,0,3.08,99.37
1982,9,22,18.18,47.75,0.01,1.53,99.24
1982,9,23,21.84,37.25,0,3.34,98.77
1982,9,24,22.49,49.31,0.8,2.45,98.65
1982,9,25,21.61,45.88,0,2.99,98.73
1982,9,26,19.6,42.62,0.12,2.52,98.28
1982,9,27,25.18,40.75,0.05,5.71,97.79
1982,9,28,27.47,51.5,0,5.52,98
1982,9,29,27.04,49.19,0,4.2,98.31
1982,9,30,26.76,53,0,4.16,98.53
1982,10,1,26.82,48.25,0.32,3.69,98.39
1982,10,2,27.26,48.69,4.58,3.18,98.16
1982,10,3,25.94,60.69,0.36,1.68,98.35
1982,10,4,27.08,50.12,0,1.44,98.25
1982,10,5,27.19,47.56,0.01,3.18,98.23
1982,10,6,27.61,65.44,3.38,2.47,98.32
1982,10,7,25.12,63.38,2,2.79,98.24
1982,10,8,26.91,72.75,5.82,5.37,97.57
1982,10,9,18.97,44.06,0.31,3.23,98.21
1982,10,10,16.3,45,1.67,2.34,98.86
1982,10,11,16.39,52.81,0.2,2.05,98.96
1982,10,12,15.01,74.25,12.86,2.36,98.85
1982,10,13,16.48,63.44,0.44,1.91,98.98
1982,10,14,17.26,52.75,0,1.23,99.16
1982,10,15,17.54,52.19,0.12,2.05,98.81
1982,10,16,17.62,56.56,0.01,2.51,99.19
1982,10,17,19.35,61.31,0,3.05,98.82
1982,10,18,21.98,63.12,0.05,4.35,98.53
1982,10,19,21.97,59.94,0.44,5.49,98.59
1982,10,20,11.78,41.38,0.02,3.3,99.68
1982,10,21,11.68,62.06,12.71,1.45,99.61
1982,10,22,12.68,62.94,0.01,1.29,99.66
1982,10,23,12.04,59,0.41,1.38,99.57
1982,10,24,11.69,53.5,0.09,1.53,99.55
1982,10,25,12.06,51.19,0,1.69,99.45
1982,10,26,14.16,51.69,0.06,3.29,99.19
1982,10,27,18.51,68.06,0.04,5.22,98.51
1982,10,28,17.4,74.06,5.38,3.89,98.43
1982,10,29,14.49,56.19,0,1.54,98.77
1982,10,30,18.99,74.75,0.24,4.2,98.39
1982,10,31,22.84,73.94,0.95,4.62,98.34
1982,11,1,21.26,86.88,12.34,3.55,98.11
1982,11,2,17.17,75.69,3.42,3.11,98.27
1982,11,3,9.08,49.44,0.36,4.9,99.32
1982,11,4,8.18,49.5,0,1.59,99.52
1982,11,5,9.6,58.38,0.06,2.55,99.37
1982,11,6,14.04,66.75,0.01,4.55,98.89
1982,11,7,16.62,74.88,0,4.73,98.77
1982,11,8,17.02,75.56,0,3.77,98.88
1982,11,9,18.4,77,0.19,3.64,99
1982,11,10,19.54,91.56,2.89,3.74,98.94
1982,11,11,20.19,76.19,2.93,6.2,98
1982,11,12,10.32,43.25,0,5.24,99.37
1982,11,13,5.02,49.44,0.16,2.62,99.61
1982,11,14,5.62,51.44,0,4.51,99.49
1982,11,15,3.39,57.31,0,2.16,99.78
1982,11,16,8.55,70.75,0.05,2.6,98.75
1982,11,17,10.41,87.88,0.17,1.48,98.5
1982,11,18,12.71,88.69,0.02,2.88,98.39
1982,11,19,19.08,76.44,0.01,3.84,98.01
1982,11,20,16.68,68.44,0,2.91,98.16
1982,11,21,15.11,64.25,0,1.63,98.69
1982,11,22,19.88,84.12,0.15,3.44,98.19
1982,11,23,8.83,68.81,0.29,5.27,98.91
1982,11,24,1.88,47,1.22,4.37,100.19
1982,11,25,4.3,67.88,4.01,1.16,99.76
1982,11,26,6.49,89.75,52.69,3.11,99.35
1982,11,27,4.76,88,3.36,3.32,98.71
1982,11,28,6.91,79.25,0,2.62,98.02
1982,11,29,10.52,75.81,0.46,2.92,97.93
1982,11,30,13.22,77.81,0.01,2.78,98.01
1982,12,1,18.95,88.25,1.15,4.77,97.41
1982,12,2,14.74,82.56,2.14,2.72,97.56
1982,12,3,9.47,77.12,0.42,2.86,98.09
1982,12,4,7.44,80.56,0.12,1.66,98.08
1982,12,5,8.08,73.69,0,2.83,98.2
1982,12,6,7.54,74.5,0,1.66,99.19
1982,12,7,8.83,84.75,0,2.34,99.33
1982,12,8,7.54,86.44,0.22,3.44,100.25
1982,12,9,2.44,80.62,4.4,2.38,100.23
1982,12,10,6.13,91.62,23.18,1.12,99.12
1982,12,11,2.66,79.25,6.04,4.81,99.25
1982,12,12,-1.74,60.38,0,2.02,99.76
1982,12,13,1.52,64.75,0.37,4.09,98.86
1982,12,14,6.96,76.62,0.05,3.28,98.36
1982,12,15,6,68.94,0,2.38,99.34
1982,12,16,6.33,75.44,0,2.03,99.49
1982,12,17,8.43,81.88,0.01,3.84,98.97
1982,12,18,9.9,80.56,0,3.66,98.18
1982,12,19,6.52,59.94,0,2.07,99.34
1982,12,20,7.58,68.12,0,1.76,98.76
1982,12,21,10.39,83.25,0,3.05,98.3
1982,12,22,13.54,79.31,0.07,4.41,97.97
1982,12,23,14.96,80.56,0.02,4.43,97.56
1982,12,24,13.68,66.19,1.5,4.4,97.22
1982,12,25,5.74,59.56,7.33,4.53,98.92
1982,12,26,2.03,84.5,6.91,3.68,99.03
1982,12,27,3.09,87.06,15.85,3.16,98.09
1982,12,28,0.62,78.88,0,3.73,99.2
1982,12,29,-1.81,71.75,0.06,2.51,99.72
1982,12,30,0.45,69.69,0.08,1.55,99.38
1982,12,31,1.89,83.56,4.59,1.38,99.5
1983,1,1,0.8,88.5,7.4,2.53,99.44
1983,1,2,1.23,85.75,0.07,3.15,99.57
1983,1,3,-0.52,85.5,0.04,1.6,99.81
1983,1,4,1.36,89,0,2.79,99.43
1983,1,5,2.39,82.5,0.01,2.35,99.35
1983,1,6,5.77,86.69,0.18,2.06,98.95
1983,1,7,6.32,92.06,0.04,1.14,98.6
1983,1,8,7.96,92.69,0.01,2.34,98.65
1983,1,9,7.6,83.19,0,2.6,98.19
1983,1,10,5.23,64.25,0,2.41,98.82
1983,1,11,6.4,66.56,0.05,3.24,99.37
1983,1,12,4.62,65.38,0,1.98,99.89
1983,1,13,9.88,71.69,0,3.27,99.17
1983,1,14,8.62,68.81,0.05,3.92,99.49
1983,1,15,1.8,67.75,0,3.16,99.93
1983,1,16,3.73,69.19,0,1.43,99.03
1983,1,17,6.36,76.12,0.64,1.68,98.75
1983,1,18,4.69,85.25,4.64,3.59,99.07
1983,1,19,1.08,85.75,1,3.75,98.93
1983,1,20,1.4,81.62,0.79,3.34,98.42
1983,1,21,1.63,80,1.38,2.73,98.26
1983,1,22,0.05,80.44,0.84,3.36,98.44
1983,1,23,2.45,79.31,0,1.97,98.61
1983,1,24,4.92,83.75,0.05,2.55,98.73
1983,1,25,5.31,83.38,0.19,3.12,98.68
1983,1,26,2.98,84.75,0.03,5.41,98.66
1983,1,27,0.88,85.44,0,2.48,99.17
1983,1,28,5.7,87.75,0.04,5.45,98.19
1983,1,29,8.8,71.94,0,4.02,98.18
1983,1,30,8,82.12,0.26,2.9,98.4
1983,1,31,10.25,93.94,21.67,3.92,97.44
1983,2,1,2.31,73.5,0.17,5.73,97.3
1983,2,2,1.19,67.44,0,5.7,97.98
1983,2,3,-0.02,71.31,0.03,2.76,99.14
1983,2,4,-0.63,80.19,4.09,2.84,99.34
1983,2,5,1.75,91.56,1.42,1.29,98.56
1983,2,6,0.9,82.19,0,2.97,98.96
1983,2,7,0.96,85.06,0.01,2.23,98.95
1983,2,8,8.52,85.81,0.25,3.43,98.31
1983,2,9,9.89,89.69,0.49,2.93,97.96
1983,2,10,8.53,83.69,0.01,1.77,98.21
1983,2,11,7.7,81.81,0,2.51,98.87
1983,2,12,5.34,78.44,0.04,2.69,99.65
1983,2,13,6.73,80.44,0,2.9,99.13
1983,2,14,9.51,83.31,0.01,4.8,98.11
1983,2,15,11.31,79.75,0.03,2.38,98.43
1983,2,16,9.24,77,0.03,3.05,98.56
1983,2,17,9.87,75.25,2.15,1.47,98.66
1983,2,18,11.53,78.44,2.37,1.38,98.57
1983,2,19,13.9,80.94,7.43,5.91,97.65
1983,2,20,13.93,83.25,6.38,3.12,98
1983,2,21,8.85,85.5,1.65,4.9,98.29
1983,2,22,10.72,87.31,0.58,3.7,98.4
1983,2,23,12.46,77.06,0,1.42,98.44
1983,2,24,12.61,72.56,0,3.23,98.26
1983,2,25,7.14,76.06,0.06,3.16,98.85
1983,2,26,6.27,71.06,0,2.79,99.02
1983,2,27,6.96,72.12,0,1.63,98.65
1983,2,28,10.09,74.12,0,2.61,98.31
1983,3,1,16.14,66.44,0,2.48,98.08
1983,3,2,18.08,67.88,0.15,3.24,98.06
1983,3,3,16.62,91.81,11.29,5.27,97.52
1983,3,4,16.19,81,8.76,4.11,96.65
1983,3,5,14.89,59.06,0.24,4.95,96.25
1983,3,6,13.67,61.69,0,4.07,97.12
1983,3,7,12.44,59.12,0,2.59,97.96
1983,3,8,11.03,68.62,0.01,1.72,98.36
1983,3,9,8.12,57.44,0,4.01,99.01
1983,3,10,6.56,55.94,0,2.92,99.02
1983,3,11,4.29,63.81,0.05,1.71,99.3
1983,3,12,9.65,62.75,0,2.64,98.65
1983,3,13,15.15,73.88,0,3.54,97.96
1983,3,14,17.49,78.44,1.87,4.41,97.68
1983,3,15,16.1,85.5,2.86,3.57,97.14
1983,3,16,14.95,82.75,9.04,2.8,97.22
1983,3,17,9.64,69.88,0.04,5.32,97.86
1983,3,18,8.79,71.88,0,2.3,97.87
1983,3,19,10.41,84.69,4.08,3.32,97.57
1983,3,20,5.16,61.56,0.68,5.38,98.21
1983,3,21,3.16,59.44,0,3.03,98.88
1983,3,22,6.52,68.25,0.72,2.7,98.75
1983,3,23,7.27,90.88,1.31,3.12,98.44
1983,3,24,8.88,78.69,0.96,2.31,98.5
1983,3,25,11.33,85.38,3.42,6.14,97.86
1983,3,26,14.01,59.62,22.8,6.66,97.14
1983,3,27,8.58,56.06,0.13,4.59,98.6
1983,3,28,8.41,64.88,0.73,2.21,99.06
1983,3,29,12.09,81.62,8.2,3.9,98.58
1983,3,30,14.01,74.56,2.22,2.74,98.66
1983,3,31,16.71,72.31,0.2,3.82,97.6
1983,4,1,12.95,64.25,1.91,8.52,96.95
1983,4,2,9.71,44.75,0,5.7,98.16
1983,4,3,13.44,55.31,0.04,5.03,97.41
1983,4,4,17.56,82.44,2.49,4.32,97.22
1983,4,5,9.55,69.81,0.85,5.28,98.25
1983,4,6,8.73,65.62,0.11,4.66,98.64
1983,4,7,8.02,65.31,0,4.12,98.59
1983,4,8,8.37,69.12,0.96,3.55,98.29
1983,4,9,10.02,63.25,0.07,2.06,98.45
1983,4,10,16.45,45.88,0,1.59,98.46
1983,4,11,18.45,58.44,0.09,4.62,97.91
1983,4,12,19.3,61.06,0.47,3.84,97.44
1983,4,13,17.87,58.75,5.46,5,97.41
1983,4,14,8.87,48.94,0,3.88,98.8
1983,4,15,9.52,47.5,0,1.86,99.27
1983,4,16,13.35,49.75,0.01,1.62,99.23
1983,4,17,16.93,53.5,0,3.82,98.4
1983,4,18,16.44,52.25,0,3.14,98.08
1983,4,19,17.28,66.88,0.08,5.05,97.39
1983,4,20,12.56,77.31,2.58,3.73,98.24
1983,4,21,16.8,81.62,3.42,4.55,97.93
1983,4,22,21.15,62.75,2.07,3.15,97.46
1983,4,23,16.32,64.25,0.03,5.66,98.18
1983,4,24,15.4,53.75,0,2.78,98.76
1983,4,25,17.86,54.75,0.04,3.99,98.21
1983,4,26,20.08,64.31,0,5.2,97.92
1983,4,27,22.96,61.62,0.04,5.04,98.04
1983,4,28,23.8,68.19,0.22,4.8,97.97
1983,4,29,24.74,70.75,0.18,5.41,97.82
1983,4,30,26.61,63.38,0.16,4.72,97.69
1983,5,1,23.92,57.38,1.98,4.52,97.55
1983,5,2,20.69,70,3.98,2.64,97.64
1983,5,3,17.64,46.12,0,3.43,98.48
1983,5,4,20.19,42.62,0.04,2.2,98.51
1983,5,5,22.46,40.56,0.02,5.47,98.15
1983,5,6,24.6,54.81,0,7.37,97.72
1983,5,7,24.38,46.19,0,4.19,98.26
1983,5,8,18.99,49.5,0,3.07,98.92
1983,5,9,17.95,65.5,1.11,3.14,98.55
1983,5,10,20.39,80.69,10.22,3.8,98.33
1983,5,11,21.84,79.69,0.48,3.8,98.23
1983,5,12,24.72,72.06,4.2,3.91,98.11
1983,5,13,25.03,72.75,6.17,4.43,97.93
1983,5,14,20.1,81.38,4.52,4.09,98.07
1983,5,15,15.65,62.81,0.11,3.25,98.53
1983,5,16,17.99,58.5,0,2.61,98.61
1983,5,17,20.62,72.56,1.04,5.46,98.01
1983,5,18,21.92,56.31,2.43,3.8,97.95
1983,5,19,22.37,47.31,5.64,3.31,98.23
1983,5,20,21.01,89.06,33.17,4.18,98.02
1983,5,21,21.33,78.19,6.61,3.1,98
1983,5,22,21.38,66.44,10.66,2.55,98.13
1983,5,23,19.98,78.75,20.24,2.47,98.69
1983,5,24,20.17,64.12,0,1.84,98.79
1983,5,25,21.87,68.62,0.95,1.48,98.51
1983,5,26,23.13,72.25,1.25,1.38,98.45
1983,5,27,24.58,68.12,1.51,3.14,98.4
1983,5,28,25.23,65.31,1.11,1.69,98.35
1983,5,29,24.62,66.5,4.58,2.16,98.24
1983,5,30,18.13,81,15.81,3.34,97.88
1983,5,31,13.82,78.19,8.51,2.95,98.27
1983,6,1,18.34,70.19,0.13,2.04,98.27
1983,6,2,24.51,75.62,0.43,5.02,97.88
1983,6,3,27.19,69.81,2.09,3.59,97.86
1983,6,4,25.16,70.88,0.63,2.02,98.15
1983,6,5,24.39,77.31,8.97,2.32,97.98
1983,6,6,19.5,74.56,2.07,4.05,98.32
1983,6,7,19.12,61.19,0,2.06,98.6
1983,6,8,21.98,60.5,0.07,1.03,98.48
1983,6,9,23.91,61.56,0.02,3.01,98.53
1983,6,10,24.72,65.25,1.26,4.2,98.47
1983,6,11,25.12,68.31,0.4,5.17,98.3
1983,6,12,26.4,66.19,0.26,5.24,98.2
1983,6,13,26.19,69.56,12.55,4.83,98.05
1983,6,14,24.05,74.81,11.48,2.5,98.45
1983,6,15,22.98,61.31,0,1.66,98.6
1983,6,16,24.76,60.62,0.68,1.63,98.48
1983,6,17,24.73,71.44,0.21,2.32,98.43
1983,6,18,26.39,64.06,0.14,2.35,98.17
1983,6,19,27.23,62.75,0,2.95,98.14
1983,6,20,27.76,64.38,0,2.77,98.23
1983,6,21,28.15,62.25,0,2.21,98.42
1983,6,22,27.14,63.88,0.85,2.53,98.53
1983,6,23,26.9,62.38,1.73,1.8,98.54
1983,6,24,25.42,74.38,5.86,1.98,98.36
1983,6,25,24.31,81.88,6.79,1.25,98.13
1983,6,26,26.92,71.31,12.26,2.81,98
1983,6,27,29.32,65.56,10.36,4.49,97.94
1983,6,28,26.89,76.75,2.8,3.2,97.98
1983,6,29,27.99,60.31,0.69,1.6,98.02
1983,6,30,30.19,57.31,0.22,4.05,98.13
1983,7,1,29.07,63.38,0.03,4.18,98.25
1983,7,2,29.16,62.19,0,4.68,98.19
1983,7,3,30.33,56.12,0.08,5.69,98.12
1983,7,4,30.39,57.94,5.91,4.91,98.26
1983,7,5,26.75,68.94,3.27,2.52,98.79
1983,7,6,26.29,61.69,0,2.34,98.94
1983,7,7,25.55,59.5,0,2.75,99.09
1983,7,8,25.01,57.88,0,2.18,99.07
1983,7,9,26.85,58,0.09,2.22,98.86
1983,7,10,28.69,53,0.01,2.52,98.57
1983,7,11,28.64,54.69,0.02,2.86,98.67
1983,7,12,28.23,58.62,0.38,2.05,98.79
1983,7,13,26.84,65,10.2,3.09,98.89
1983,7,14,25.23,75.56,13.64,3.11,98.66
1983,7,15,25.93,76.25,2.62,4.62,98.33
1983,7,16,26.62,74.44,1.96,4.3,98.34
1983,7,17,27.08,72.19,1.49,3.34,98.61
1983,7,18,28.71,63.12,0.07,2.96,98.76
1983,7,19,29.12,60.81,0.04,2.85,98.91
1983,7,20,29.57,51.19,0,2.81,98.99
1983,7,21,30.05,50.25,0.03,2.65,98.89
1983,7,22,30.33,54.19,0,2.23,98.7
1983,7,23,31.38,52.88,0,3.35,98.59
1983,7,24,32.53,46.94,0,3.56,98.45
1983,7,25,33.4,46.25,0,3.27,98.39
1983,7,26,33.73,38.81,0,3.3,98.36
1983,7,27,33.25,38.25,0,3.84,98.34
1983,7,28,33.12,40.62,0,3.62,98.46
1983,7,29,33.01,42.62,0.04,3.16,98.72
1983,7,30,32.22,48.88,0.42,2.32,98.84
1983,7,31,31.41,48.31,0.29,1.7,98.77
1983,8,1,32.68,42.81,0.32,2.11,98.76
1983,8,2,32.15,42.56,0.13,2.82,98.8
1983,8,3,29.16,52.94,0.49,3.26,98.7
1983,8,4,29.07,59,0.34,3.7,98.69
1983,8,5,31.58,47.75,0.08,2.7,98.94
1983,8,6,32.52,43.12,2,1.7,98.86
1983,8,7,30.87,51.12,2.26,2.12,98.49
1983,8,8,28.4,65.19,4.21,1.55,98.37
1983,8,9,26.86,76.5,2.06,1.89,98.57
1983,8,10,29.09,64.38,0.27,2.11,98.62
1983,8,11,30.26,59.56,0.32,2.75,98.51
1983,8,12,31.75,53.81,0.12,2.73,98.36
1983,8,13,32.76,48.94,0.02,2.17,98.42
1983,8,14,33.28,42.88,0.5,2.39,98.53
1983,8,15,33.94,40.62,0.24,2.34,98.48
1983,8,16,33.48,42,0.25,2.87,98.54
1983,8,17,32.01,47.81,1.49,3.07,98.49
1983,8,18,28.85,55.44,8.71,5.09,98.26
1983,8,19,24.51,86.38,36.35,5.16,98.15
1983,8,20,26.48,80.44,0.32,3.8,98.62
1983,8,21,28.37,68.19,0.01,3.27,98.63
1983,8,22,29.2,60.31,0,3.17,98.54
1983,8,23,29.33,63,0,2.98,98.63
1983,8,24,28.73,67.62,0.04,2.61,98.94
1983,8,25,29.27,62.5,0.05,2.54,99.05
1983,8,26,29.17,62.38,0.01,1.87,98.87
1983,8,27,30.1,59.81,0.12,1.69,98.68
1983,8,28,29.47,65.69,0.05,2.32,98.61
1983,8,29,29.55,61.69,0,2.24,98.56
1983,8,30,31.53,53.56,0.16,2.31,98.34
1983,8,31,31.52,53.94,3.48,2.49,98.19
1983,9,1,28.55,55.75,1.17,2.93,98.42
1983,9,2,27.73,51.44,0,1.98,98.38
1983,9,3,29.1,42.38,0,1.89,98.21
1983,9,4,30.11,48.69,0,4.55,98
1983,9,5,29.86,52.69,0,5.02,97.85
1983,9,6,30.05,59.94,0,4.02,98.08
1983,9,7,28.65,66.75,0.26,3.86,98.55
1983,9,8,28.4,59.62,0.14,4.27,98.74
1983,9,9,28.21,57.25,0.05,3.93,98.72
1983,9,10,28.19,61.44,0.03,3.79,98.66
1983,9,11,29.06,53.44,0.09,2.31,98.47
1983,9,12,29.88,48.31,0.71,2.07,98.36
1983,9,13,28.55,49.56,0.69,2.53,98.75
1983,9,14,26.95,42.94,0.18,2.54,98.88
1983,9,15,28.26,49.94,0.7,3.98,98.41
1983,9,16,30.11,52.81,0.56,2.96,98.37
1983,9,17,29.13,58,2.04,4.06,98.25
1983,9,18,27.8,67,2.68,4.75,98.21
1983,9,19,26.3,74.38,1.24,4.76,98.1
1983,9,20,20.73,62.69,0.69,5.97,98.78
1983,9,21,15.23,31.44,0,3.62,99.65
1983,9,22,17.86,30.88,0,2.55,99.33
1983,9,23,19.92,39.31,0,2.39,99.43
1983,9,24,22.11,43.25,0,4.17,99.22
1983,9,25,23.76,53.88,0.05,3.18,99.05
1983,9,26,26.13,60.31,0.02,2.67,99.04
1983,9,27,26.4,53.62,0.01,2.77,98.89
1983,9,28,25.34,59.62,0,3.55,98.85
1983,9,29,25.15,49.38,0.02,2.86,98.94
1983,9,30,23.51,48.06,0,2.15,99
1983,10,1,24.02,45,0.01,3.08,98.84
1983,10,2,26.2,50.25,0.12,4.67,98.51
1983,10,3,26.75,58.44,0.46,3.84,98.3
1983,10,4,27.62,37.19,0.01,4.83,98.15
1983,10,5,23.89,28.62,0,1.64,98.73
1983,10,6,22.1,50.94,22.76,3.7,98.82
1983,10,7,19.19,82.69,39.05,4.42,98.66
1983,10,8,20.45,88.88,13.13,3.44,98.79
1983,10,9,16.73,86.81,0.75,2.14,99.2
1983,10,10,18.8,74.69,0.72,1.33,98.79
1983,10,11,19.36,76.06,1.44,3.5,98.09
1983,10,12,13.3,57.75,0,4.18,98.9
1983,10,13,15.43,53.38,0.24,2.21,98.79
1983,10,14,17.26,64.31,0.09,4.91,98.55
1983,10,15,18.73,68.62,0.01,3.83,98.58
1983,10,16,22.05,76.44,0.43,2.58,98.71
1983,10,17,23.01,80.44,2.41,1.49,98.74
1983,10,18,23.4,81.06,3.72,2.42,98.61
1983,10,19,22.92,89.19,6.64,3.59,98.3
1983,10,20,21.29,85.5,3.19,5.04,98.11
1983,10,21,15.19,78.44,0.22,3.09,98.68
1983,10,22,14.04,77.5,0,2.9,98.85
1983,10,23,14.09,77.31,0,1.58,98.67
1983,10,24,15.99,74.44,0.06,1.95,98.75
